"Carimbo de data/hora","Li o Termo de Consentimento Livre Esclarecido e concordo:","Você reside em qual munícipio?","Em que faixa de idade você se encontra?","Qual seu gênero?","Qual sua escolaridade?","Você segue alguma religião?","Por onde se informa mais? ","Tem interesse em política?","Se considera mais de:","Quando falamos em Esquerda, qual dessas afirmações faz mais sentido para você?","Quando falamos em Direita, qual dessas afirmações faz mais sentido para você?","Você apoia a existência de sindicatos?","Você apoia o direito de greve trabalhista?","O governo deve usar agentes da lei para acabar com manifestações?","O regime militar deveria voltar?","Leis devem ser sempre obedecidas (sendo elas justas ou não)?","O governo deve poder proibir a existência de algum partido político?","No capitalismo, quem se esforça sempre é recompensado?","No socialismo, todos os problemas sociais são sanados?","Você é contra o aborto, sendo a situação prevista ou não em lei?","É a favor do desarmamento civil, especialmente em centros urbanos?","As grandes fortunas (investimentos e bens acima de 20 milhões de reais) devem ser taxadas e, com essa arrecadação, investir em melhorias para a população?","Toda pessoa deveria ter direito à saúde de graça e com qualidade, oferecida pelo governo?","Você considera a família como união de duas ou mais pessoas, independentemente do gênero destas?"
"2023/01/23 5:37:40 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiai","51-65","Masculino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","É o certo de acordo com minha noção de ética","Sim.","Não","Sim, somente em caso de manifestações contra a democracia","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, sempre que julgar necessário","Concordo parcialmente","Discordo plenamente","Sim","Não","Não","Sim","Não"
"2023/01/23 5:45:50 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","43-50","Masculino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 6:06:59 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","18-24","Feminino","Ensino médio completo","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo plenamente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/23 6:12:26 PM GMT-3","SIM, aceito participar da pesquisa.","Várzea Paulista ","18-24","Feminino","Ensino médio completo","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","É ser errado de acordo com minha noção de ética","É o certo de acordo com minha noção de ética","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo plenamente","Concordo plenamente","Sim","Não","Sim","Sim","Não"
"2023/01/23 6:53:19 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","18-24","Feminino","Ensino médio completo","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 7:21:54 PM GMT-3","SIM, aceito participar da pesquisa.","Sorocaba","25-35","Feminino","Pós-graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Não","Não","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Não"
"2023/01/23 8:01:06 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí SP ","51-65","Feminino","Pós-graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Defender pautas sociais / interesses dos trabalhadores","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Não concordo nem discoro","Sim","Sim","Sim","Sim","Sim"
"2023/01/23 8:14:09 PM GMT-3","SIM, aceito participar da pesquisa.","Sao Paulo","25-35","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Centro-Direita","Socialismo / Comunismo","Defender pautas sociais / interesses dos trabalhadores","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Não concordo nem discordo","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 8:34:50 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","25-35","Feminino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Não sei me definir","Não sei responder","Não sei responder","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Não concordo nem discoro","Sim","Não","Sim","Sim","Sim"
"2023/01/23 9:10:22 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","25-35","Feminino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","É indiferente para mim","Não sei me definir","Defender pautas sociais / interesses dos menos favorecidos","Não sei responder","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Não concordo nem discoro","Não","Sim","Sim","Sim","Sim"
"2023/01/23 9:18:17 PM GMT-3","SIM, aceito participar da pesquisa.","Balneário Camboriú/SC","mais de 65","Feminino","Ensino médio completo","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Defender pautas sociais / interesses dos trabalhadores","Não","Sim","Não, qualquer manifestação do povo é válida e não deve ser interrompida pelo governo","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Sim","Não","Não","Sim","Sim"
"2023/01/23 9:19:27 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí","25-35","Feminino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo parcialmente","Discordo plenamente","Não","Não","Sim","Sim","Sim"
"2023/01/23 9:27:59 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí ","51-65","Masculino","Pós-graduação completa","Sim e sou praticante","Televisão","Sim, me interesso por política","Não sei me definir","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Sim","Sim","Sim","Sim"
"2023/01/23 9:58:05 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","43-50","Feminino","Pós-graduação completa","Sim e não sou praticante","Televisão","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/23 10:30:07 PM GMT-3","SIM, aceito participar da pesquisa.","Jundiaí-SP","25-35","Feminino","Graduação completa","Sim e sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","É indiferente para mim","Direita","Defender pautas sociais / interesses dos menos favorecidos","Defender pautas sociais / interesses dos trabalhadores","Não","Não","Não, há manifestações pacíficas que devem ser respeitadas","Não","Não sempre, pois acho que tenho o direito de não cumprir caso não concorde","Não. O Estado não deveria interferir nisso","Concordo plenamente","Discordo plenamente","Sim","Não","Não","Sim","Sim"
"2023/01/23 11:14:22 PM GMT-3","SIM, aceito participar da pesquisa.","Osvaldo Cruz","51-65","Feminino","Graduação completa","Sim e sou praticante","Televisão","Sim, me interesso por política","Centro-Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Não","Não","Não","Sim","Sim"
"2023/01/24 12:33:43 AM GMT-3","SIM, aceito participar da pesquisa.","Sorocaba","18-24","Feminino","Graduação completa","Não sigo nenhuma em específico","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Sim.","Não","Não, há manifestações pacíficas que devem ser respeitadas","Sim","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo parcialmente","Sim","Não","Não","Não","Sim"
"2023/01/24 1:19:37 AM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","18-24","Feminino","Ensino médio completo","Sim e não sou praticante","Jornal e/ou revista digitais","É indiferente para mim","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, em qualquer situação","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Concordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/24 7:54:14 AM GMT-3","SIM, aceito participar da pesquisa.","Jaguariúna ","25-35","Feminino","Graduação completa","Sim e sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Direita","Socialismo / Comunismo","Liberalismo econômico e político","Não","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo plenamente","Sim","Não","Sim","Sim","Sim"
"2023/01/24 8:35:30 AM GMT-3","SIM, aceito participar da pesquisa.","Curitiba, Paraná, Brasil","36-42","Masculino","Pós-graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo parcialmente","Não concordo nem discoro","Não","Sim","Sim","Sim","Sim"
"2023/01/24 8:36:40 AM GMT-3","SIM, aceito participar da pesquisa.","Rio de Janeiro","18-24","Feminino","Ensino médio completo","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","É defender os interesses da elite do país","Sim.","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Discordo parcialmente","Discordo parcialmente","Não","Sim","Sim","Sim","Sim"
"2023/01/24 1:45:03 PM GMT-3","SIM, aceito participar da pesquisa.","Mogi das Cruzes ","25-35","Masculino","Graduação completa","Sim e não sou praticante","Jornal e/ou revista digitais","Sim, me interesso por política","Esquerda","Defender pautas sociais / interesses dos menos favorecidos","Liberalismo econômico e político","Sim.","Sim","Não, há manifestações pacíficas que devem ser respeitadas","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Sim, se a ideologia desse partido ferir direitos humanos","Discordo plenamente","Discordo plenamente","Não","Sim","Sim","Sim","Sim"
"2023/01/24 3:24:09 PM GMT-3","SIM, aceito participar da pesquisa.","São Paulo ","25-35","Masculino","Graduação completa","Sim e não sou praticante","Mídias sociais (Facebook, Instagram, Twitter, grupos de Whatsapp, Telegram, etc)","Não me interesso por política","Centro-Direita","Defender pautas sociais / interesses dos menos favorecidos","Defender pautas sociais / interesses dos trabalhadores","Não","Sim","Sim, somente em caso de manifestações contra a democracia","Não","Sim, sempre. Caso eu não concordasse, cumpriria mas acionaria os termos legais.","Não. O Estado não deveria interferir nisso","Concordo parcialmente","Discordo parcialmente","Não","Não","Não","Sim","Sim"
